[train]: no. 01 ,bandwidth, 95 ,[video_idx], 41 ,[Category], pant ,[Pred], towel ,[Time], 0.014449596405029297
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 121 ,[Category], sweater ,[Pred], sweater ,[Time], 0.28920793533325195
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 122 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3021087646484375
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 123 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3160374164581299
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 124 ,[Category], sweater ,[Pred], sweater ,[Time], 0.32917213439941406
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 125 ,[Category], sweater ,[Pred], sweater ,[Time], 0.34276914596557617
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 126 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3559103012084961
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 127 ,[Category], sweater ,[Pred], sweater ,[Time], 0.36980319023132324
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 128 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3831024169921875
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 129 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3973672389984131
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 130 ,[Category], sweater ,[Pred], sweater ,[Time], 0.41097569465637207
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 161 ,[Category], towel ,[Pred], towel ,[Time], 0.4239170551300049
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 162 ,[Category], towel ,[Pred], towel ,[Time], 0.43677258491516113
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 163 ,[Category], towel ,[Pred], towel ,[Time], 0.44953036308288574
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 164 ,[Category], towel ,[Pred], towel ,[Time], 0.4625663757324219
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 165 ,[Category], towel ,[Pred], towel ,[Time], 0.4756889343261719
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 166 ,[Category], towel ,[Pred], towel ,[Time], 0.48880648612976074
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 167 ,[Category], towel ,[Pred], towel ,[Time], 0.5016295909881592
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 168 ,[Category], towel ,[Pred], towel ,[Time], 0.5149905681610107
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 169 ,[Category], towel ,[Pred], towel ,[Time], 0.5284655094146729
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 170 ,[Category], towel ,[Pred], towel ,[Time], 0.5412015914916992
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 201 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5538101196289062
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 202 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5671954154968262
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 203 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.580247163772583
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 204 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5929250717163086
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 205 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6053850650787354
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 206 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6190869808197021
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 207 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6315186023712158
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 208 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6444673538208008
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 209 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.65728759765625
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 210 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.669764518737793
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 41 ,[Category], pant ,[Pred], pant ,[Time], 0.013070821762084961
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 42 ,[Category], pant ,[Pred], pant ,[Time], 0.025791168212890625
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 43 ,[Category], pant ,[Pred], pant ,[Time], 0.03925514221191406
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 44 ,[Category], pant ,[Pred], pant ,[Time], 0.05215859413146973
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 45 ,[Category], pant ,[Pred], pant ,[Time], 0.06499075889587402
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 46 ,[Category], pant ,[Pred], pant ,[Time], 0.07787728309631348
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 47 ,[Category], pant ,[Pred], pant ,[Time], 0.09070134162902832
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 48 ,[Category], pant ,[Pred], pant ,[Time], 0.10353279113769531
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 49 ,[Category], pant ,[Pred], pant ,[Time], 0.1162409782409668
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 50 ,[Category], pant ,[Pred], pant ,[Time], 0.12888622283935547
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 81 ,[Category], shirt ,[Pred], sweater ,[Time], 0.14061236381530762
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 82 ,[Category], shirt ,[Pred], sweater ,[Time], 0.1529548168182373
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 83 ,[Category], shirt ,[Pred], sweater ,[Time], 0.1654033660888672
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 84 ,[Category], shirt ,[Pred], sweater ,[Time], 0.17819619178771973
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 85 ,[Category], shirt ,[Pred], sweater ,[Time], 0.1907343864440918
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 86 ,[Category], shirt ,[Pred], sweater ,[Time], 0.2030045986175537
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 87 ,[Category], shirt ,[Pred], sweater ,[Time], 0.21547698974609375
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 88 ,[Category], shirt ,[Pred], sweater ,[Time], 0.2276902198791504
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 89 ,[Category], shirt ,[Pred], sweater ,[Time], 0.24028682708740234
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 90 ,[Category], shirt ,[Pred], sweater ,[Time], 0.25290799140930176
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 121 ,[Category], sweater ,[Pred], pant ,[Time], 0.2668585777282715
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 122 ,[Category], sweater ,[Pred], sweater ,[Time], 0.28003430366516113
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 123 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2935018539428711
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 124 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3061342239379883
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 125 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3193209171295166
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 126 ,[Category], sweater ,[Pred], sweater ,[Time], 0.33330416679382324
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 127 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3477489948272705
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 128 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3609659671783447
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 129 ,[Category], sweater ,[Pred], sweater ,[Time], 0.37354397773742676
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 130 ,[Category], sweater ,[Pred], sweater ,[Time], 0.38660311698913574
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 161 ,[Category], towel ,[Pred], towel ,[Time], 0.4012613296508789
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 162 ,[Category], towel ,[Pred], towel ,[Time], 0.41547179222106934
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 163 ,[Category], towel ,[Pred], towel ,[Time], 0.4298980236053467
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 164 ,[Category], towel ,[Pred], sweater ,[Time], 0.44504356384277344
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 165 ,[Category], towel ,[Pred], towel ,[Time], 0.4595296382904053
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 166 ,[Category], towel ,[Pred], towel ,[Time], 0.4744558334350586
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 167 ,[Category], towel ,[Pred], towel ,[Time], 0.48838043212890625
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 168 ,[Category], towel ,[Pred], towel ,[Time], 0.5025827884674072
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 169 ,[Category], towel ,[Pred], towel ,[Time], 0.5165700912475586
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 170 ,[Category], towel ,[Pred], towel ,[Time], 0.5313436985015869
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 201 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5438990592956543
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 202 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.55637526512146
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 203 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5690035820007324
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 204 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5817210674285889
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 205 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5943360328674316
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 206 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6067688465118408
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 207 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6192526817321777
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 208 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6320695877075195
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 209 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6447498798370361
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 210 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6573691368103027
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 41 ,[Category], pant ,[Pred], pant ,[Time], 0.013419628143310547
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 42 ,[Category], pant ,[Pred], pant ,[Time], 0.02704787254333496
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 43 ,[Category], pant ,[Pred], pant ,[Time], 0.03994894027709961
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 44 ,[Category], pant ,[Pred], pant ,[Time], 0.0527043342590332
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 45 ,[Category], pant ,[Pred], pant ,[Time], 0.06568551063537598
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 46 ,[Category], pant ,[Pred], pant ,[Time], 0.07865023612976074
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 47 ,[Category], pant ,[Pred], pant ,[Time], 0.09154462814331055
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 48 ,[Category], pant ,[Pred], pant ,[Time], 0.10451531410217285
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 49 ,[Category], pant ,[Pred], pant ,[Time], 0.11742162704467773
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 50 ,[Category], pant ,[Pred], pant ,[Time], 0.13032174110412598
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 81 ,[Category], shirt ,[Pred], sweater ,[Time], 0.14462924003601074
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 82 ,[Category], shirt ,[Pred], shirt ,[Time], 0.1582200527191162
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 83 ,[Category], shirt ,[Pred], shirt ,[Time], 0.1713407039642334
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 84 ,[Category], shirt ,[Pred], shirt ,[Time], 0.1843867301940918
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 85 ,[Category], shirt ,[Pred], sweater ,[Time], 0.19939470291137695
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 86 ,[Category], shirt ,[Pred], shirt ,[Time], 0.2124936580657959
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 87 ,[Category], shirt ,[Pred], shirt ,[Time], 0.22570562362670898
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 88 ,[Category], shirt ,[Pred], shirt ,[Time], 0.23930954933166504
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 89 ,[Category], shirt ,[Pred], shirt ,[Time], 0.25250768661499023
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 90 ,[Category], shirt ,[Pred], shirt ,[Time], 0.2658226490020752
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 121 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2785468101501465
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 122 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2914457321166992
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 123 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3052356243133545
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 124 ,[Category], sweater ,[Pred], sweater ,[Time], 0.31884145736694336
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 125 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3320949077606201
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 126 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3460545539855957
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 127 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3601868152618408
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 128 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3739008903503418
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 129 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3867769241333008
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 130 ,[Category], sweater ,[Pred], sweater ,[Time], 0.4007132053375244
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 161 ,[Category], towel ,[Pred], towel ,[Time], 0.41335511207580566
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 162 ,[Category], towel ,[Pred], towel ,[Time], 0.42590761184692383
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 163 ,[Category], towel ,[Pred], towel ,[Time], 0.43847036361694336
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 164 ,[Category], towel ,[Pred], towel ,[Time], 0.4510326385498047
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 165 ,[Category], towel ,[Pred], towel ,[Time], 0.46393489837646484
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 166 ,[Category], towel ,[Pred], towel ,[Time], 0.4766049385070801
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 167 ,[Category], towel ,[Pred], towel ,[Time], 0.4892542362213135
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 168 ,[Category], towel ,[Pred], towel ,[Time], 0.5019185543060303
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 169 ,[Category], towel ,[Pred], towel ,[Time], 0.5146005153656006
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 170 ,[Category], towel ,[Pred], towel ,[Time], 0.5275588035583496
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 201 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5400822162628174
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 202 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.552654504776001
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 203 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5652966499328613
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 204 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5781254768371582
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 205 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5909981727600098
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 206 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6035375595092773
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 207 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6161513328552246
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 208 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6286842823028564
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 209 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6414492130279541
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 210 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6540582180023193
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 41 ,[Category], pant ,[Pred], pant ,[Time], 0.014716863632202148
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 42 ,[Category], pant ,[Pred], pant ,[Time], 0.028261184692382812
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 43 ,[Category], pant ,[Pred], pant ,[Time], 0.04144167900085449
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 44 ,[Category], pant ,[Pred], pant ,[Time], 0.054492950439453125
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 45 ,[Category], pant ,[Pred], pant ,[Time], 0.06757974624633789
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 46 ,[Category], pant ,[Pred], pant ,[Time], 0.08120131492614746
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 47 ,[Category], pant ,[Pred], pant ,[Time], 0.09427118301391602
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 48 ,[Category], pant ,[Pred], pant ,[Time], 0.10779237747192383
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 49 ,[Category], pant ,[Pred], pant ,[Time], 0.1213681697845459
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 50 ,[Category], pant ,[Pred], pant ,[Time], 0.13461613655090332
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 81 ,[Category], shirt ,[Pred], shirt ,[Time], 0.1481764316558838
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 82 ,[Category], shirt ,[Pred], shirt ,[Time], 0.16179203987121582
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 83 ,[Category], shirt ,[Pred], shirt ,[Time], 0.17489337921142578
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 84 ,[Category], shirt ,[Pred], shirt ,[Time], 0.18825674057006836
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 85 ,[Category], shirt ,[Pred], shirt ,[Time], 0.201460599899292
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 86 ,[Category], shirt ,[Pred], shirt ,[Time], 0.21461176872253418
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 87 ,[Category], shirt ,[Pred], shirt ,[Time], 0.22842669486999512
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 88 ,[Category], shirt ,[Pred], shirt ,[Time], 0.24163055419921875
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 89 ,[Category], shirt ,[Pred], shirt ,[Time], 0.25451231002807617
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 90 ,[Category], shirt ,[Pred], shirt ,[Time], 0.26789426803588867
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 121 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2810804843902588
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 122 ,[Category], sweater ,[Pred], sweater ,[Time], 0.29465770721435547
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 123 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3092188835144043
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 124 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3241918087005615
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 125 ,[Category], sweater ,[Pred], sweater ,[Time], 0.339813232421875
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 126 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3550715446472168
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 127 ,[Category], sweater ,[Pred], sweater ,[Time], 0.36965322494506836
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 128 ,[Category], sweater ,[Pred], sweater ,[Time], 0.384472131729126
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 129 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3994929790496826
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 130 ,[Category], sweater ,[Pred], sweater ,[Time], 0.41431689262390137
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 161 ,[Category], towel ,[Pred], towel ,[Time], 0.42830348014831543
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 162 ,[Category], towel ,[Pred], towel ,[Time], 0.4422633647918701
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 163 ,[Category], towel ,[Pred], towel ,[Time], 0.4553048610687256
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 164 ,[Category], towel ,[Pred], tshirt ,[Time], 0.46959686279296875
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 165 ,[Category], towel ,[Pred], towel ,[Time], 0.483351469039917
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 166 ,[Category], towel ,[Pred], towel ,[Time], 0.4968297481536865
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 167 ,[Category], towel ,[Pred], towel ,[Time], 0.5101613998413086
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 168 ,[Category], towel ,[Pred], towel ,[Time], 0.5232954025268555
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 169 ,[Category], towel ,[Pred], towel ,[Time], 0.5365548133850098
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 170 ,[Category], towel ,[Pred], towel ,[Time], 0.5494976043701172
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 201 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5623691082000732
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 202 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5752458572387695
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 203 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5881023406982422
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 204 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6009342670440674
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 205 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6137552261352539
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 206 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6266648769378662
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 207 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6394224166870117
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 208 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.65354323387146
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 209 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6667747497558594
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 210 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6798017024993896
[train]: no. 01 ,bandwidth, 90 ,[video_idx], 41 ,[Category], pant ,[Pred], towel ,[Time], 0.014362573623657227
[train]: no. 01 ,bandwidth, 90 ,[video_idx], 42 ,[Category], pant ,[Pred], pant ,[Time], 0.028414011001586914
[train]: no. 01 ,bandwidth, 90 ,[video_idx], 43 ,[Category], pant ,[Pred], pant ,[Time], 0.041373491287231445
[train]: no. 01 ,bandwidth, 90 ,[video_idx], 44 ,[Category], pant ,[Pred], pant ,[Time], 0.05474209785461426
[train]: no. 01 ,bandwidth, 90 ,[video_idx], 45 ,[Category], pant ,[Pred], pant ,[Time], 0.06874775886535645
[train]: no. 01 ,bandwidth, 90 ,[video_idx], 46 ,[Category], pant ,[Pred], pant ,[Time], 0.08142495155334473
[train]: no. 01 ,bandwidth, 90 ,[video_idx], 47 ,[Category], pant ,[Pred], pant ,[Time], 0.09449028968811035
[train]: no. 01 ,bandwidth, 90 ,[video_idx], 48 ,[Category], pant ,[Pred], pant ,[Time], 0.10716080665588379
[train]: no. 01 ,bandwidth, 90 ,[video_idx], 49 ,[Category], pant ,[Pred], pant ,[Time], 0.11977028846740723
[train]: no. 01 ,bandwidth, 90 ,[video_idx], 50 ,[Category], pant ,[Pred], pant ,[Time], 0.13231968879699707
[train]: no. 01 ,bandwidth, 90 ,[video_idx], 81 ,[Category], shirt ,[Pred], pant ,[Time], 0.14545679092407227
[train]: no. 01 ,bandwidth, 90 ,[video_idx], 82 ,[Category], shirt ,[Pred], sweater ,[Time], 0.15928196907043457
