[train]: no. 01 ,bandwidth, 95 ,[video_idx], 41 ,[Category], pant ,[Pred], towel ,[Time], 0.01446390151977539
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 166 ,[Category], towel ,[Pred], towel ,[Time], 0.4888758659362793
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 167 ,[Category], towel ,[Pred], towel ,[Time], 0.5014832019805908
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 168 ,[Category], towel ,[Pred], towel ,[Time], 0.5143392086029053
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 169 ,[Category], towel ,[Pred], towel ,[Time], 0.5274906158447266
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 170 ,[Category], towel ,[Pred], towel ,[Time], 0.5400328636169434
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 201 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.552384614944458
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 202 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5655620098114014
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 203 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5785605907440186
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 204 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5911588668823242
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 205 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6034853458404541
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 206 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6169788837432861
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 207 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.629418134689331
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 208 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6422245502471924
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 209 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6549036502838135
[train]: no. 01 ,bandwidth, 95 ,[video_idx], 210 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6672577857971191
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 41 ,[Category], pant ,[Pred], pant ,[Time], 0.01314091682434082
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 42 ,[Category], pant ,[Pred], pant ,[Time], 0.025673389434814453
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 43 ,[Category], pant ,[Pred], pant ,[Time], 0.03884482383728027
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 44 ,[Category], pant ,[Pred], pant ,[Time], 0.05121111869812012
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 45 ,[Category], pant ,[Pred], pant ,[Time], 0.06376433372497559
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 46 ,[Category], pant ,[Pred], pant ,[Time], 0.07631707191467285
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 47 ,[Category], pant ,[Pred], pant ,[Time], 0.0888371467590332
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 48 ,[Category], pant ,[Pred], pant ,[Time], 0.10135102272033691
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 49 ,[Category], pant ,[Pred], pant ,[Time], 0.11379122734069824
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 50 ,[Category], pant ,[Pred], pant ,[Time], 0.12621259689331055
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 81 ,[Category], shirt ,[Pred], shirt ,[Time], 0.1393599510192871
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 82 ,[Category], shirt ,[Pred], shirt ,[Time], 0.15312671661376953
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 83 ,[Category], shirt ,[Pred], shirt ,[Time], 0.16654491424560547
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 84 ,[Category], shirt ,[Pred], shirt ,[Time], 0.18010258674621582
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 85 ,[Category], shirt ,[Pred], shirt ,[Time], 0.19373750686645508
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 86 ,[Category], shirt ,[Pred], shirt ,[Time], 0.20705628395080566
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 87 ,[Category], shirt ,[Pred], shirt ,[Time], 0.22070741653442383
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 88 ,[Category], shirt ,[Pred], shirt ,[Time], 0.23432040214538574
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 89 ,[Category], shirt ,[Pred], shirt ,[Time], 0.2479114532470703
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 90 ,[Category], shirt ,[Pred], shirt ,[Time], 0.26236796379089355
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 121 ,[Category], sweater ,[Pred], pant ,[Time], 0.2777721881866455
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 122 ,[Category], sweater ,[Pred], sweater ,[Time], 0.29261279106140137
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 123 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3070814609527588
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 124 ,[Category], sweater ,[Pred], sweater ,[Time], 0.32216620445251465
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 125 ,[Category], sweater ,[Pred], sweater ,[Time], 0.33678269386291504
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 126 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3513927459716797
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 127 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3659555912017822
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 128 ,[Category], sweater ,[Pred], sweater ,[Time], 0.37982773780822754
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 129 ,[Category], sweater ,[Pred], sweater ,[Time], 0.39483118057250977
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 130 ,[Category], sweater ,[Pred], sweater ,[Time], 0.40996241569519043
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 161 ,[Category], towel ,[Pred], towel ,[Time], 0.42455077171325684
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 162 ,[Category], towel ,[Pred], towel ,[Time], 0.4388458728790283
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 163 ,[Category], towel ,[Pred], towel ,[Time], 0.4529449939727783
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 164 ,[Category], towel ,[Pred], sweater ,[Time], 0.46794700622558594
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 165 ,[Category], towel ,[Pred], towel ,[Time], 0.4818108081817627
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 166 ,[Category], towel ,[Pred], towel ,[Time], 0.49660587310791016
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 167 ,[Category], towel ,[Pred], towel ,[Time], 0.5104317665100098
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 168 ,[Category], towel ,[Pred], towel ,[Time], 0.524648904800415
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 169 ,[Category], towel ,[Pred], towel ,[Time], 0.5385756492614746
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 170 ,[Category], towel ,[Pred], towel ,[Time], 0.5531907081604004
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 201 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5654585361480713
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 202 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5778450965881348
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 203 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5903494358062744
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 204 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6029589176177979
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 205 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6153097152709961
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 206 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6277825832366943
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 207 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6401164531707764
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 208 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6526846885681152
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 209 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.664975643157959
[train]: no. 02 ,bandwidth, 95 ,[video_idx], 210 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6774015426635742
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 41 ,[Category], pant ,[Pred], pant ,[Time], 0.012423276901245117
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 42 ,[Category], pant ,[Pred], pant ,[Time], 0.025809526443481445
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 43 ,[Category], pant ,[Pred], pant ,[Time], 0.038344621658325195
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 44 ,[Category], pant ,[Pred], pant ,[Time], 0.050650835037231445
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 45 ,[Category], pant ,[Pred], pant ,[Time], 0.06298518180847168
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 46 ,[Category], pant ,[Pred], pant ,[Time], 0.07539939880371094
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 47 ,[Category], pant ,[Pred], pant ,[Time], 0.08767008781433105
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 48 ,[Category], pant ,[Pred], pant ,[Time], 0.09996533393859863
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 49 ,[Category], pant ,[Pred], pant ,[Time], 0.1122899055480957
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 50 ,[Category], pant ,[Pred], pant ,[Time], 0.12471556663513184
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 81 ,[Category], shirt ,[Pred], sweater ,[Time], 0.138322114944458
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 82 ,[Category], shirt ,[Pred], shirt ,[Time], 0.15152645111083984
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 83 ,[Category], shirt ,[Pred], shirt ,[Time], 0.16473102569580078
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 84 ,[Category], shirt ,[Pred], shirt ,[Time], 0.17718863487243652
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 85 ,[Category], shirt ,[Pred], sweater ,[Time], 0.19148731231689453
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 86 ,[Category], shirt ,[Pred], shirt ,[Time], 0.20414137840270996
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 87 ,[Category], shirt ,[Pred], shirt ,[Time], 0.2168433666229248
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 88 ,[Category], shirt ,[Pred], shirt ,[Time], 0.23012185096740723
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 89 ,[Category], shirt ,[Pred], shirt ,[Time], 0.24294137954711914
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 90 ,[Category], shirt ,[Pred], shirt ,[Time], 0.2558860778808594
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 121 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2681581974029541
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 122 ,[Category], sweater ,[Pred], sweater ,[Time], 0.280550479888916
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 123 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2930614948272705
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 124 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3056168556213379
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 125 ,[Category], sweater ,[Pred], sweater ,[Time], 0.317948579788208
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 126 ,[Category], sweater ,[Pred], sweater ,[Time], 0.33112263679504395
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 127 ,[Category], sweater ,[Pred], sweater ,[Time], 0.34435033798217773
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 128 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3570399284362793
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 129 ,[Category], sweater ,[Pred], sweater ,[Time], 0.36927175521850586
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 130 ,[Category], sweater ,[Pred], sweater ,[Time], 0.382413387298584
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 161 ,[Category], towel ,[Pred], towel ,[Time], 0.3947153091430664
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 162 ,[Category], towel ,[Pred], towel ,[Time], 0.406940221786499
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 163 ,[Category], towel ,[Pred], towel ,[Time], 0.41922712326049805
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 164 ,[Category], towel ,[Pred], towel ,[Time], 0.43140530586242676
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 165 ,[Category], towel ,[Pred], towel ,[Time], 0.4439690113067627
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 166 ,[Category], towel ,[Pred], towel ,[Time], 0.4561481475830078
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 167 ,[Category], towel ,[Pred], towel ,[Time], 0.4683969020843506
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 168 ,[Category], towel ,[Pred], towel ,[Time], 0.4806954860687256
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 169 ,[Category], towel ,[Pred], towel ,[Time], 0.49297356605529785
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 170 ,[Category], towel ,[Pred], towel ,[Time], 0.5054576396942139
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 201 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5175669193267822
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 202 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5296344757080078
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 203 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5417046546936035
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 204 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5541107654571533
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 205 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5662722587585449
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 206 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5783951282501221
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 207 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.590487003326416
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 208 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6025595664978027
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 209 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6146900653839111
[train]: no. 03 ,bandwidth, 95 ,[video_idx], 210 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6269690990447998
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 41 ,[Category], pant ,[Pred], pant ,[Time], 0.013346195220947266
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 42 ,[Category], pant ,[Pred], pant ,[Time], 0.0265657901763916
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 43 ,[Category], pant ,[Pred], pant ,[Time], 0.03912782669067383
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 44 ,[Category], pant ,[Pred], pant ,[Time], 0.051656484603881836
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 45 ,[Category], pant ,[Pred], pant ,[Time], 0.06415462493896484
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 46 ,[Category], pant ,[Pred], pant ,[Time], 0.07689142227172852
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 47 ,[Category], pant ,[Pred], pant ,[Time], 0.08964085578918457
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 48 ,[Category], pant ,[Pred], pant ,[Time], 0.10241341590881348
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 49 ,[Category], pant ,[Pred], pant ,[Time], 0.11559033393859863
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 50 ,[Category], pant ,[Pred], pant ,[Time], 0.12842679023742676
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 81 ,[Category], shirt ,[Pred], shirt ,[Time], 0.14122366905212402
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 82 ,[Category], shirt ,[Pred], shirt ,[Time], 0.15395641326904297
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 83 ,[Category], shirt ,[Pred], shirt ,[Time], 0.1666555404663086
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 84 ,[Category], shirt ,[Pred], shirt ,[Time], 0.17957377433776855
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 85 ,[Category], shirt ,[Pred], shirt ,[Time], 0.1922924518585205
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 86 ,[Category], shirt ,[Pred], shirt ,[Time], 0.20476484298706055
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 87 ,[Category], shirt ,[Pred], shirt ,[Time], 0.2176201343536377
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 88 ,[Category], shirt ,[Pred], shirt ,[Time], 0.23007464408874512
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 89 ,[Category], shirt ,[Pred], shirt ,[Time], 0.2425699234008789
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 90 ,[Category], shirt ,[Pred], shirt ,[Time], 0.25520825386047363
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 121 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2675948143005371
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 122 ,[Category], sweater ,[Pred], sweater ,[Time], 0.28038954734802246
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 123 ,[Category], sweater ,[Pred], sweater ,[Time], 0.2935023307800293
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 124 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3070027828216553
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 125 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3214232921600342
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 126 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3356034755706787
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 127 ,[Category], sweater ,[Pred], sweater ,[Time], 0.34882020950317383
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 128 ,[Category], sweater ,[Pred], sweater ,[Time], 0.36231064796447754
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 129 ,[Category], sweater ,[Pred], sweater ,[Time], 0.376018762588501
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 130 ,[Category], sweater ,[Pred], sweater ,[Time], 0.3891119956970215
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 161 ,[Category], towel ,[Pred], towel ,[Time], 0.402146577835083
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 162 ,[Category], towel ,[Pred], towel ,[Time], 0.4147632122039795
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 163 ,[Category], towel ,[Pred], towel ,[Time], 0.4269583225250244
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 164 ,[Category], towel ,[Pred], tshirt ,[Time], 0.4404609203338623
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 165 ,[Category], towel ,[Pred], towel ,[Time], 0.4534566402435303
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 166 ,[Category], towel ,[Pred], towel ,[Time], 0.46605825424194336
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 167 ,[Category], towel ,[Pred], towel ,[Time], 0.4786076545715332
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 168 ,[Category], towel ,[Pred], towel ,[Time], 0.49101686477661133
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 169 ,[Category], towel ,[Pred], towel ,[Time], 0.5033671855926514
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 170 ,[Category], towel ,[Pred], towel ,[Time], 0.5157027244567871
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 201 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5278964042663574
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 202 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.540194034576416
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 203 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5523605346679688
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 204 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5647523403167725
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 205 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5769493579864502
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 206 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.5893716812133789
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 207 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6015560626983643
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 208 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6147935390472412
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 209 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.627204418182373
[train]: no. 04 ,bandwidth, 95 ,[video_idx], 210 ,[Category], tshirt ,[Pred], tshirt ,[Time], 0.6395654678344727
[train]: no. 01 ,bandwidth, 90 ,[video_idx], 41 ,[Category], pant ,[Pred], towel ,[Time], 0.013574838638305664
[train]: no. 01 ,bandwidth, 90 ,[video_idx], 42 ,[Category], pant ,[Pred], pant ,[Time], 0.02611398696899414
[train]: no. 01 ,bandwidth, 90 ,[video_idx], 43 ,[Category], pant ,[Pred], pant ,[Time], 0.03878474235534668
[train]: no. 01 ,bandwidth, 90 ,[video_idx], 44 ,[Category], pant ,[Pred], pant ,[Time], 0.05152606964111328
[train]: no. 01 ,bandwidth, 90 ,[video_idx], 45 ,[Category], pant ,[Pred], pant ,[Time], 0.06417608261108398
[train]: no. 01 ,bandwidth, 90 ,[video_idx], 46 ,[Category], pant ,[Pred], pant ,[Time], 0.07656526565551758
[train]: no. 01 ,bandwidth, 90 ,[video_idx], 47 ,[Category], pant ,[Pred], pant ,[Time], 0.08904790878295898
[train]: no. 01 ,bandwidth, 90 ,[video_idx], 48 ,[Category], pant ,[Pred], pant ,[Time], 0.10147619247436523
[train]: no. 01 ,bandwidth, 90 ,[video_idx], 49 ,[Category], pant ,[Pred], pant ,[Time], 0.11394429206848145
[train]: no. 01 ,bandwidth, 90 ,[video_idx], 50 ,[Category], pant ,[Pred], pant ,[Time], 0.12633419036865234
[train]: no. 01 ,bandwidth, 90 ,[video_idx], 81 ,[Category], shirt ,[Pred], pant ,[Time], 0.13889741897583008
[train]: no. 01 ,bandwidth, 90 ,[video_idx], 82 ,[Category], shirt ,[Pred], sweater ,[Time], 0.15221190452575684
